,BatteryPower,InternalMemory,ClockSpeed,NoOfCores,RAM,TalkTime,DualSim,3G,4G,WiFi,Bluetooth,MobileDepth,MobileWeight,TouchScreen,ScreenHeight,ScreenWidth,FrontCameraPx,RearCameraPX,PriceRange,Total Resolution
1129,1562,52,1.2,7,2829,3,1,1,1,1,1,0.1,105,1,13,10,0,9,2,349440
1130,1975,31,1.9,1,3022,19,1,0,0,1,1,0.9,151,0,13,5,2,17,3,1245425
1131,831,62,0.7,8,2573,18,0,1,1,1,1,0.7,134,0,16,12,2,9,2,2208180
1132,1524,10,1.8,4,2678,13,1,1,0,1,1,0.6,174,0,16,5,0,1,2,84700
1133,1528,55,1.8,5,1282,11,1,1,1,1,1,0.8,129,1,11,9,3,6,1,799948
1134,1447,9,2.5,8,568,8,1,0,0,0,1,0.2,155,0,12,11,2,16,0,1072335
1135,1344,14,1.5,1,2074,5,0,1,0,0,0,0.5,190,1,8,1,1,3,1,232964
1136,564,8,3.0,2,2227,14,1,1,0,1,0,0.7,130,0,9,2,1,3,1,1481661
1137,921,60,0.6,2,1080,6,1,0,0,1,0,0.1,83,0,10,0,1,3,0,1488319
1138,1413,10,1.7,6,2867,15,0,0,0,0,1,0.2,200,1,5,4,2,6,2,504284
1139,831,55,2.4,6,1075,3,0,1,0,0,0,0.5,86,1,12,11,10,12,0,213108
1140,802,43,0.5,5,3063,4,1,0,0,0,0,0.6,153,1,17,13,3,6,2,386818
1141,1923,24,1.3,4,2479,15,0,1,0,0,0,1.0,86,1,9,2,3,4,2,1104736
1142,1193,56,3.0,3,2394,14,0,1,0,0,1,0.4,196,1,19,11,10,17,2,582336
1143,904,31,1.2,3,2814,19,1,1,1,0,1,0.8,112,0,13,3,10,11,2,666198
1144,1285,51,2.4,7,2094,10,0,1,1,0,0,1.0,140,0,8,0,1,2,1,237500
1145,1635,2,2.6,4,2315,2,1,1,1,0,0,0.6,182,1,10,1,0,0,2,1705899
1146,1923,14,1.0,4,2519,16,1,1,1,1,0,0.9,154,0,13,0,5,6,2,7875
1147,1851,12,1.9,6,735,14,1,1,1,1,1,0.9,198,0,7,6,3,11,0,576331
1148,727,32,1.5,7,1891,7,0,1,1,1,1,1.0,131,0,19,13,0,1,1,1119501
1149,1396,44,1.5,6,1386,8,1,1,1,1,0,0.1,118,1,7,1,0,1,1,318839
1150,877,46,1.3,1,3260,6,1,1,1,0,0,0.8,135,0,14,12,9,14,2,297964
1151,696,35,2.4,3,2022,4,0,1,1,1,1,0.2,103,0,14,11,11,13,1,424801
1152,1009,2,1.0,8,1716,15,1,0,0,0,1,0.6,102,0,7,5,2,14,1,951216
1153,1526,38,1.1,5,3317,8,1,1,1,1,0,0.3,116,1,7,1,2,6,3,1131564
1154,987,20,2.0,7,1454,8,1,1,0,0,0,0.8,192,1,11,3,1,3,0,232780
1155,1414,49,2.2,4,2290,12,1,1,1,0,1,0.5,101,1,13,0,0,1,1,115310
1156,1732,61,0.8,5,3940,20,0,0,0,1,0,0.3,172,1,17,11,2,3,3,131856
1157,1587,50,0.5,8,461,4,0,1,0,1,1,0.9,148,0,17,4,0,15,0,261326
1158,1097,21,0.8,7,2219,12,0,1,1,1,0,0.1,160,0,15,6,10,15,2,1726504
1159,504,40,2.8,3,470,16,1,1,0,0,0,0.5,178,0,6,0,0,0,0,748070
1160,1159,28,2.7,8,2495,9,0,1,1,1,0,0.2,80,1,10,0,13,18,2,283878
1161,1910,29,1.4,7,2944,2,0,1,0,1,0,0.6,146,1,8,7,0,2,2,212787
1162,865,59,1.2,3,2361,19,1,1,0,1,0,0.1,159,0,16,11,8,9,2,1452220
1163,1930,16,2.0,8,1783,13,0,0,0,1,1,0.8,186,0,17,3,11,12,2,3649920
1164,860,40,1.3,3,2832,20,1,1,1,1,1,0.7,170,1,13,7,8,13,2,2486913
1165,1268,42,2.9,6,931,20,0,1,1,0,1,0.9,182,1,11,5,9,17,0,328320
1166,999,27,1.8,4,1344,5,1,1,1,0,1,0.1,167,0,17,10,0,1,0,14900
1167,622,9,0.7,2,3916,5,0,1,1,1,0,0.3,127,0,13,1,0,0,2,50078
1168,1250,44,1.4,7,1882,14,0,0,0,0,1,0.2,182,0,14,1,8,20,1,710733
1169,763,51,0.5,5,2865,9,0,1,1,1,1,0.3,104,1,11,6,9,12,2,348894
1170,1100,15,1.6,8,757,16,0,1,0,1,1,0.1,112,1,12,2,12,14,0,1235136
1171,815,51,2.0,6,3469,6,1,1,0,1,0,0.3,85,0,5,4,4,12,3,1267762
1172,618,57,0.5,3,2399,17,1,1,1,1,1,0.2,88,1,18,15,2,7,1,787584
1173,553,18,2.2,2,3300,20,1,1,1,0,1,0.7,136,0,12,10,0,1,3,2435004
1174,673,3,2.2,2,2719,9,1,1,0,1,1,0.4,84,1,19,2,2,9,2,1382923
1175,563,47,2.0,7,3012,15,1,1,0,0,0,0.3,115,0,14,4,3,12,2,144324
1176,1590,14,1.5,4,2836,4,1,1,1,0,0,0.5,187,0,6,5,12,15,3,1173322
1177,1031,11,2.1,2,2385,16,1,1,1,0,1,0.1,121,0,11,7,2,9,2,663404
1178,909,30,0.5,3,594,4,1,1,0,1,1,0.4,97,1,12,0,9,10,0,224170
1179,1880,7,0.5,4,2968,3,0,1,1,0,0,0.6,104,1,9,0,0,1,3,906910
1180,1479,24,1.8,6,3762,5,1,1,1,0,1,0.1,146,0,12,10,0,0,3,210915
1181,1271,2,1.5,1,892,20,1,0,0,0,0,0.9,161,1,15,13,0,1,1,2252880
1182,709,13,1.9,8,467,5,0,1,1,1,0,0.1,81,1,17,11,11,15,0,810540
1183,1744,62,2.8,1,345,14,0,1,1,0,0,0.7,158,0,10,6,0,0,0,967518
1184,1314,40,2.2,7,3033,17,0,1,1,1,1,0.8,116,1,9,8,0,1,3,609424
1185,1136,9,0.5,6,2110,16,0,1,1,1,0,0.9,150,0,9,5,0,2,2,2309469
1186,1039,56,2.7,8,3105,5,0,0,0,1,1,0.3,125,1,14,8,11,13,2,307146
1187,1300,62,0.5,6,874,10,0,1,0,0,1,0.1,156,1,15,3,5,7,0,227103
1188,732,39,2.3,7,3681,15,1,1,1,1,1,0.6,188,1,19,3,7,11,3,1807302
1189,511,52,0.7,2,3865,7,1,1,1,1,0,0.7,180,0,8,3,1,10,2,18216
1190,1092,11,0.5,3,737,11,1,0,0,0,1,0.5,167,1,14,4,10,14,0,267228
1191,921,10,2.2,7,3153,11,1,1,1,0,1,0.1,170,1,8,2,12,18,3,1868568
1192,1030,37,0.5,1,2800,12,0,1,1,1,1,0.7,147,0,8,6,4,8,2,277153
1193,1130,27,1.8,1,315,11,1,1,0,0,0,0.9,101,1,14,5,0,8,0,2360605
1194,1299,60,2.8,8,1412,20,1,0,0,1,0,0.8,187,1,13,1,2,6,1,2450054
1195,1009,2,2.8,7,2286,13,1,1,1,0,1,0.6,115,0,19,8,7,15,2,491547
1196,1735,34,1.8,2,2392,19,1,1,0,1,0,0.1,140,0,17,15,16,17,2,130524
1197,1129,49,2.8,2,1857,5,1,1,0,1,1,0.5,185,1,8,4,0,2,1,1154530
1198,708,26,1.9,7,1419,16,0,1,0,1,0,0.3,116,1,10,6,0,1,0,127720
1199,894,58,0.7,2,3305,2,0,1,1,0,0,0.1,123,0,12,7,2,3,2,118026
1200,530,32,2.4,6,959,6,0,0,0,0,0,0.3,88,1,17,7,1,20,0,48576
1201,1481,35,2.0,3,2635,4,1,1,0,1,1,0.5,105,0,17,16,0,0,2,129978
1202,1068,45,2.7,5,1754,9,1,1,1,1,0,0.6,194,0,17,7,0,1,1,1401565
1203,1487,57,0.5,3,2563,14,0,1,1,0,0,0.7,84,0,18,4,6,12,2,107520
1204,1524,41,2.5,4,1936,9,1,1,1,1,0,1.0,96,1,7,0,11,20,1,136160
1205,1093,22,1.9,8,1869,4,1,1,1,1,0,0.3,196,1,8,5,2,14,1,192066
1206,1816,50,1.6,5,3637,16,1,0,0,1,1,0.1,186,0,11,7,0,2,3,871200
1207,627,20,1.8,3,896,14,0,0,0,0,0,0.8,142,0,17,6,2,8,0,106977
1208,989,51,0.7,3,2349,20,0,1,1,1,1,0.4,132,0,10,1,13,15,1,538680
1209,1895,5,0.5,1,774,6,0,1,1,0,0,0.7,134,1,15,4,2,11,1,967875
1210,805,58,1.7,3,3397,2,1,1,1,0,1,0.9,168,0,7,6,0,10,2,125064
1211,713,2,1.6,8,485,4,0,1,1,1,1,0.4,181,1,10,6,7,9,0,1668758
1212,864,24,2.5,4,3964,12,0,1,1,0,0,0.7,148,1,13,8,10,15,3,1876836
1213,1177,11,0.9,4,1887,11,0,1,0,1,0,1.0,181,1,8,5,1,7,1,1817235
1214,582,32,0.5,3,2977,20,0,0,0,1,0,0.7,107,1,6,1,8,11,2,1775186
1215,1898,56,1.8,7,2114,19,1,1,1,1,0,0.2,185,1,10,5,3,4,2,328116
1216,1158,29,0.7,2,1542,15,1,1,1,1,0,0.7,123,0,17,9,1,20,1,558556
1217,1451,57,0.5,8,3038,18,0,1,1,1,1,0.6,181,0,15,7,5,12,3,1182272
1218,1820,51,1.4,7,2481,11,0,0,0,0,1,0.9,163,0,11,9,5,10,2,380568
1219,984,9,0.5,3,841,16,1,1,1,0,0,0.8,140,0,18,15,3,20,0,375417
1220,580,24,2.1,4,3565,8,1,1,0,1,1,0.4,135,0,12,11,0,5,2,362792
1221,1263,5,2.0,6,1958,4,0,1,0,1,1,0.4,146,1,9,6,0,3,2,1534986
1222,1237,27,0.5,8,2454,8,0,1,0,1,0,0.1,87,1,14,0,2,5,2,165222
1223,514,37,1.6,1,3392,5,0,1,1,1,1,0.1,172,1,12,8,7,9,3,1647188
1224,1515,56,2.6,3,262,20,0,1,1,0,0,0.9,184,1,14,4,0,1,0,2290734
1225,721,6,0.5,4,530,8,1,1,1,1,0,0.4,194,0,8,4,6,9,0,2874648
1226,603,35,2.5,3,3703,9,1,0,0,1,1,0.7,126,0,13,1,3,16,3,731444
1227,1426,55,2.5,1,2562,3,0,1,1,0,1,0.4,109,0,5,1,2,7,2,801864
1228,1820,64,1.7,1,574,18,1,1,1,0,1,0.6,161,1,10,2,0,3,1,2257307
1229,1215,16,1.0,4,2632,15,0,0,0,1,0,0.1,130,0,7,1,4,8,2,668742
1230,697,20,2.7,2,259,4,1,1,1,1,0,0.4,173,1,12,6,5,6,0,706006
1231,717,10,0.5,1,688,15,1,0,0,0,1,0.6,198,1,10,7,4,5,0,240002
1232,1348,36,2.0,6,2554,12,1,0,0,0,1,0.3,145,1,19,1,5,6,2,346788
1233,1164,61,2.6,1,3859,17,1,0,0,0,1,0.3,88,1,11,10,0,6,3,1833192
1234,578,62,0.5,5,2977,5,0,1,1,1,1,0.3,170,1,15,12,9,13,2,709884
1235,1971,40,0.5,7,571,17,1,1,0,0,1,0.3,186,1,8,7,0,19,0,447170
1236,1794,55,0.5,7,402,14,1,1,1,1,1,0.5,86,0,14,7,5,7,0,26961
1237,1558,32,2.5,5,878,17,0,1,1,1,1,0.1,114,1,16,5,2,3,0,445970
1238,1597,4,0.9,1,2130,15,0,1,1,0,1,0.5,85,1,8,3,4,19,2,1007600
1239,1240,39,1.6,2,3260,17,0,0,0,1,0,0.1,146,0,13,1,0,9,3,2653316
1240,1994,7,0.8,8,454,6,1,1,1,0,1,0.6,88,1,11,8,2,4,0,474237
1241,1221,35,2.3,7,2638,14,0,1,1,1,0,0.4,152,1,19,16,7,19,2,1452735
1242,989,24,1.6,8,2819,5,1,1,1,1,1,0.6,156,0,16,13,11,17,2,416906
1243,1180,50,1.2,4,1464,20,0,1,1,1,1,1.0,144,1,7,3,5,20,1,1158100
1244,718,59,2.8,6,1824,3,0,1,0,0,0,0.8,113,1,11,9,10,13,1,1643595
1245,1670,47,1.6,8,876,5,1,1,0,0,1,0.8,139,1,16,0,0,15,1,3217516
1246,534,21,2.5,7,2706,18,0,1,1,0,1,0.3,164,1,7,5,1,9,2,512519
1247,1566,20,0.5,2,659,13,1,1,0,1,1,0.5,126,1,14,9,0,0,1,3093790
1248,1935,29,0.5,5,455,6,0,1,1,1,0,0.6,124,0,9,2,0,9,0,693160
1249,504,54,2.8,2,2378,2,1,1,0,0,1,0.4,163,0,17,11,2,10,2,1857573
1250,913,41,1.7,1,2278,18,1,1,1,0,0,0.3,103,1,15,3,1,14,1,493064
1251,1317,43,1.8,5,3436,5,1,0,0,1,0,0.5,113,1,16,13,2,3,3,109727
1252,917,31,0.5,6,3424,13,0,1,1,0,1,0.5,88,1,19,2,1,2,3,384507
1253,712,49,2.5,6,401,10,1,1,0,1,0,0.6,99,0,5,0,1,3,0,1971333
1254,1083,52,1.0,2,681,19,0,1,0,1,0,0.9,126,1,19,18,6,20,0,1358825
1255,1039,6,0.6,6,3212,7,0,1,1,1,0,0.1,136,0,15,7,5,8,2,33728
1256,1747,13,0.5,6,3105,10,0,1,0,0,0,0.7,185,0,7,1,4,12,3,698400
1257,1449,52,0.5,6,2036,10,1,0,0,0,1,0.6,105,1,5,1,0,0,1,199817
1258,1872,49,0.5,7,3153,5,1,1,0,0,1,0.2,139,1,16,15,14,18,3,112509
1259,1796,7,1.6,4,1642,3,1,0,0,1,0,0.1,101,1,9,4,5,6,1,532266
1260,1097,60,1.4,1,509,12,0,1,0,0,0,0.8,181,0,15,12,0,17,0,210195
1261,1562,20,0.5,8,3465,6,1,1,1,0,0,0.8,172,1,16,11,1,10,3,1136328
1262,1433,27,2.3,7,3900,2,0,1,1,1,1,0.9,153,0,18,16,8,12,3,2672969
1263,740,12,1.8,1,1105,19,0,0,0,1,0,0.2,123,1,7,6,1,11,0,1072445
1264,676,39,2.2,1,2064,6,0,1,1,0,0,0.2,84,0,13,7,1,5,1,873504
1265,503,13,1.8,1,3117,9,1,1,1,1,1,0.7,131,0,19,6,1,4,3,2523560
1266,1020,7,1.5,3,1142,8,0,1,1,1,0,0.7,96,0,13,9,13,18,1,1403310
1267,896,4,1.0,1,1060,4,1,1,1,1,0,0.3,111,1,12,10,3,4,1,2025751
1268,1824,19,0.8,2,2381,5,0,1,1,0,1,0.9,143,0,14,1,4,5,2,1833590
1269,1512,54,0.6,3,3366,11,1,1,1,1,0,0.4,134,0,7,3,1,2,3,404360
1270,1053,42,2.9,6,1339,14,0,0,0,1,0,0.9,126,0,17,0,7,17,0,528359
1271,1944,31,1.8,4,2560,8,1,1,1,0,1,0.8,87,0,7,3,0,10,3,1513182
1272,1174,25,0.7,2,285,3,1,1,1,1,0,0.8,91,0,19,7,1,8,0,1602717
1273,627,12,1.6,7,2476,10,1,1,1,0,1,0.2,131,0,17,1,3,17,1,366093
1274,1602,46,2.7,1,1862,2,0,1,1,1,0,0.6,118,0,16,9,4,5,1,289926
1275,1733,6,1.5,1,3488,10,1,1,1,1,1,0.9,170,1,6,4,4,15,3,588230
1276,586,8,1.4,8,3178,10,1,1,1,1,0,0.5,142,0,9,7,10,14,2,69368
1277,1528,37,2.4,8,733,14,0,1,0,0,0,0.2,156,1,15,0,2,3,0,172584
1278,875,23,0.7,7,756,6,0,0,0,0,0,0.1,110,0,14,5,2,7,0,394800
1279,1602,58,0.6,1,3622,17,0,0,0,1,0,0.4,170,1,17,2,12,13,3,2198214
1280,1426,12,1.6,5,1277,5,0,1,1,0,0,0.7,174,0,14,9,4,16,1,2664662
1281,1370,6,1.4,6,3703,11,0,1,1,0,0,0.2,158,1,13,10,5,8,3,2481936
1282,609,10,0.5,6,1905,18,0,1,1,1,1,0.1,81,1,16,3,4,6,1,172212
1283,840,15,1.2,6,2636,6,1,1,1,0,0,0.3,178,1,12,2,5,8,2,908928
1284,991,12,2.0,5,2014,10,0,1,1,0,0,0.3,158,0,11,9,2,6,2,2028702
1285,1724,9,1.8,2,3056,6,0,1,1,0,1,0.8,100,0,18,16,0,1,3,542340
1286,584,19,1.8,3,465,4,0,1,1,0,1,0.3,168,1,12,8,0,0,0,1821506
1287,860,49,1.3,6,3869,20,1,1,1,1,1,0.7,141,1,16,14,1,13,3,677468
1288,1541,28,2.8,5,1108,7,1,1,1,1,1,0.2,165,0,12,1,10,15,1,837392
1289,615,58,0.5,5,1906,5,1,1,0,0,1,0.5,130,0,14,5,7,8,1,1999118
1290,912,46,2.8,4,851,4,1,1,1,1,1,0.4,84,1,8,4,6,11,0,1303450
1291,1278,60,1.2,7,3142,19,0,1,1,1,1,0.6,172,0,11,4,10,14,3,1870976
1292,1365,31,0.6,4,1300,13,0,1,1,1,0,0.3,125,0,14,7,0,0,0,284210
1293,1702,36,1.0,5,1430,10,0,0,0,0,0,0.1,177,0,8,6,7,9,2,2394440
1294,589,59,0.5,8,362,6,0,1,1,1,1,0.7,146,1,16,10,1,4,0,1410222
1295,1347,56,1.5,1,2456,13,1,1,0,1,0,0.3,95,1,13,0,10,19,2,608144
1296,1644,44,2.8,8,2360,19,0,1,1,0,0,1.0,137,0,7,4,0,0,2,283178
1297,956,42,1.9,7,3700,7,1,1,0,0,0,0.1,133,1,10,0,1,11,3,650442
1298,1089,2,1.4,7,2620,13,1,1,0,0,0,0.1,153,0,7,5,10,20,2,297299
1299,871,52,0.6,3,437,17,0,1,0,0,0,0.1,178,0,14,7,2,3,0,278778
1300,664,6,1.5,2,3774,18,0,1,1,0,0,0.9,164,0,11,5,5,19,3,1583872
1301,1874,19,0.6,2,1218,17,0,0,0,0,1,0.8,192,1,15,10,1,9,1,1755484
1302,1928,5,2.6,5,696,15,0,1,0,1,0,0.8,162,1,14,12,5,16,0,229916
1303,888,33,2.6,2,3407,20,1,1,1,0,0,0.4,198,0,12,1,2,17,3,550341
1304,1077,58,1.7,7,3902,3,1,1,0,0,1,0.8,86,0,9,3,1,13,3,255420
1305,1023,30,2.3,8,2086,19,1,1,1,1,1,0.2,80,1,10,0,5,7,1,8720
1306,1426,42,0.8,3,1356,16,0,1,1,1,1,0.6,84,0,15,9,2,10,1,831545
1307,831,26,1.7,5,1704,20,1,1,1,1,0,0.7,177,1,6,5,7,11,0,317331
1308,1496,6,1.3,3,3571,11,1,1,1,1,1,0.5,85,1,16,1,0,9,3,759267
1309,1433,5,2.3,5,2132,19,0,1,1,1,1,0.1,129,0,18,15,2,11,1,329280
1310,1095,44,2.6,4,3209,8,1,1,1,1,1,0.7,103,1,13,11,0,5,3,893308
1311,643,23,0.7,1,2096,2,1,1,1,0,1,0.8,156,0,13,6,3,9,1,439600
1312,1142,6,1.1,4,1273,6,0,1,1,0,1,0.5,198,0,19,0,0,0,1,1305074
1313,730,27,0.5,5,3623,15,1,1,1,0,1,0.1,112,1,9,4,3,10,2,52452
1314,1901,41,0.5,2,368,12,0,1,1,0,1,0.6,131,0,5,1,5,17,0,4986
1315,1510,32,0.6,3,854,10,1,1,0,1,0,0.7,135,0,8,2,1,8,1,1463760
1316,1924,59,2.6,6,3646,16,0,1,1,1,0,0.9,136,0,10,9,0,0,3,2765274
1317,1825,17,1.1,4,3130,2,1,1,1,1,0,0.1,157,0,12,4,13,18,3,2874033
1318,1275,5,0.5,1,3784,4,1,1,1,0,1,0.2,152,1,13,4,3,9,3,9519
1319,987,17,2.3,7,3885,14,0,1,0,0,1,0.8,124,1,11,0,9,17,3,1130038
1320,1538,13,2.3,7,1494,12,0,1,1,1,1,0.2,121,1,18,10,6,7,1,559062
1321,1965,29,0.5,5,2973,20,0,1,1,1,1,0.5,149,1,11,1,4,13,3,394784
1322,808,20,1.9,6,1471,11,0,0,0,0,0,0.8,185,1,13,4,7,14,0,483104
1323,712,27,0.5,2,2001,12,0,1,0,1,0,0.5,86,1,11,10,6,11,1,1629705
1324,1507,42,0.9,5,1486,19,1,1,1,0,1,0.4,123,0,15,3,0,0,1,605616
1325,912,47,0.7,3,1321,6,0,0,0,1,0,0.9,182,1,7,2,3,6,0,574856
1326,769,17,1.2,8,1877,11,0,0,0,1,1,0.1,95,0,18,2,2,4,1,2012336
1327,948,22,2.3,5,3499,19,0,1,0,1,0,0.1,173,1,11,7,14,20,3,425078
1328,507,39,1.9,1,2124,12,1,1,1,0,1,0.7,142,1,6,0,0,0,1,18428
1329,1384,60,2.8,3,1221,15,1,1,0,1,1,0.1,82,0,18,12,15,18,1,1189430
1330,1766,29,1.3,8,2316,6,0,0,0,1,1,0.5,194,0,19,2,1,20,2,573334
1331,1407,16,1.8,4,1068,8,1,1,1,0,0,0.2,170,1,6,0,5,6,1,1115550
1332,614,24,2.9,4,1930,4,1,1,1,1,0,0.2,94,0,13,12,3,7,1,246627
1333,1972,14,2.9,7,1316,8,0,1,0,0,0,0.4,196,1,8,1,9,18,1,278936
1334,1039,47,0.5,8,1742,15,1,1,0,0,0,0.2,130,0,18,12,8,9,1,721152
1335,511,34,3.0,8,3265,14,1,1,1,0,1,0.9,125,0,14,7,5,13,2,191465
1336,1811,5,2.5,4,2700,8,0,1,1,1,1,0.6,98,1,13,7,4,16,2,253896
1337,1159,36,1.5,4,2115,18,0,0,0,0,0,0.4,104,0,8,7,3,8,2,864702
1338,1848,12,1.3,2,3915,8,1,0,0,1,0,0.1,178,0,9,7,7,19,3,103935
1339,1988,16,0.5,8,3144,14,0,1,1,0,1,0.1,94,0,16,2,0,1,3,106488
1340,1469,58,0.5,7,1571,2,0,1,1,0,0,0.5,150,0,17,16,3,8,2,3143150
1341,1423,44,0.6,5,2253,9,0,0,0,0,0,0.8,131,0,10,8,12,13,1,320640
1342,1974,10,0.5,6,1433,17,1,0,0,0,0,0.8,145,0,6,1,9,12,1,792880
1343,835,42,0.8,5,2583,13,1,1,1,1,0,0.8,128,1,15,2,2,18,2,545688
1344,1429,42,0.6,5,1817,16,0,1,0,0,0,0.9,151,0,6,1,8,9,1,1039840
1345,947,51,0.5,2,2915,6,0,1,1,1,1,0.1,144,1,17,1,1,15,2,171191
1346,1446,18,2.8,8,3340,16,1,1,1,1,1,0.3,178,1,8,0,0,1,3,620919
1347,1332,7,1.3,7,2790,10,1,1,1,0,0,0.8,168,1,19,11,5,19,2,723330
1348,1498,14,1.2,4,577,12,1,1,1,0,1,0.1,191,1,14,12,0,1,0,129537
1349,1576,14,0.9,2,3220,6,1,1,1,0,1,0.4,173,1,17,2,0,4,3,1681218
1350,1398,26,1.6,1,3488,11,1,1,1,0,0,0.8,150,1,14,3,8,12,3,969420
1351,1885,14,2.4,4,1277,16,1,1,1,1,0,0.6,92,0,9,6,12,15,1,2132902
1352,798,2,0.5,2,3593,3,1,0,0,0,1,0.8,148,1,14,9,7,15,2,311619
1353,1436,42,2.5,8,2736,19,1,1,1,0,0,0.9,124,1,12,5,0,1,3,3352536
1354,1998,31,1.2,8,2311,18,0,1,0,0,1,0.6,196,1,17,9,8,19,2,67800
1355,1321,63,1.3,8,1464,16,0,1,1,1,1,0.4,109,1,7,6,0,9,1,768797
1356,1021,9,1.3,2,1355,14,0,1,0,0,0,0.7,192,1,6,1,7,12,1,1615493
1357,1339,40,2.3,2,2382,7,1,1,0,1,1,0.1,123,0,6,4,0,1,2,269028
1358,1210,57,1.6,4,1886,17,1,1,0,1,1,0.5,111,0,16,0,9,20,1,341831
1359,1949,31,0.5,5,832,19,1,1,1,0,1,0.1,145,0,7,3,2,9,1,989334
1360,882,28,0.7,6,751,8,1,1,1,1,0,0.2,151,0,19,11,9,16,0,219232
1361,1549,27,1.5,5,436,11,1,1,1,0,1,0.4,113,0,10,8,0,7,0,734384
1362,1991,42,2.2,1,722,10,1,1,1,0,0,0.7,82,1,6,5,1,13,0,224358
1363,796,12,0.5,1,1075,2,0,0,0,0,0,0.5,114,1,7,3,2,8,0,90132
1364,1012,39,0.5,4,2802,10,1,1,0,0,0,0.1,161,1,8,0,4,6,2,1053990
1365,1318,11,1.9,2,1780,2,1,1,1,0,0,0.8,188,0,12,10,0,15,1,1094608
1366,1708,14,0.8,4,1247,16,0,1,1,0,0,0.9,197,0,19,16,8,16,1,353735
1367,598,62,0.8,8,3066,19,1,1,1,0,1,0.1,117,1,11,2,8,9,2,90152
1368,541,51,2.3,8,403,12,0,0,0,0,1,0.4,200,0,11,2,4,17,0,1240712
1369,818,23,0.5,5,2518,3,1,1,1,0,0,0.2,192,1,19,12,2,17,2,909472
1370,1414,15,0.5,2,1069,14,0,1,1,0,0,0.8,168,0,18,6,0,0,0,362502
1371,601,6,1.7,4,2651,9,1,1,1,1,1,0.8,169,0,14,8,3,11,2,1494486
1372,561,40,2.8,7,2974,19,1,1,1,1,1,0.1,99,0,15,12,2,6,2,368490
1373,1616,52,2.3,5,657,2,1,1,0,0,1,0.1,100,1,7,3,3,8,0,171083
1374,1263,32,1.4,2,3372,10,1,1,1,0,1,0.4,103,1,18,13,1,2,3,263396
1375,1604,63,1.9,5,1464,20,1,1,1,0,1,0.6,93,1,15,9,0,2,1,740996
1376,539,24,2.0,4,1326,3,1,1,0,0,0,0.5,86,1,7,4,1,2,0,926386
1377,1071,49,2.6,4,3393,7,0,1,0,0,0,0.3,199,0,6,5,0,5,3,2616160
1378,826,57,0.5,2,323,7,1,1,1,1,0,0.5,135,0,17,3,0,0,0,187620
1379,771,62,2.9,1,1628,6,0,0,0,0,0,0.7,106,1,9,3,2,8,1,3043729
1380,1811,33,2.9,8,2610,13,0,1,0,0,0,0.2,132,1,8,3,0,2,3,1706747
1381,1842,56,2.2,4,3721,4,1,0,0,1,1,0.4,179,1,16,11,7,10,3,960741
1382,1420,50,2.8,8,763,17,1,0,0,1,0,0.1,100,1,17,1,1,8,0,270242
1383,1763,10,0.5,3,792,13,1,1,0,1,0,0.2,184,0,17,12,12,19,0,450534
1384,1163,2,1.9,5,1568,19,0,1,0,0,1,0.9,133,0,14,0,6,20,1,988844
1385,1805,29,0.5,4,1276,17,0,0,0,0,1,0.2,182,1,19,4,0,2,1,675378
1386,610,52,1.6,4,3472,12,1,1,0,1,1,0.4,90,1,10,4,9,19,3,1322647
1387,1533,17,1.1,4,2520,11,1,1,1,1,1,0.3,160,0,8,2,18,20,2,1468222
1388,1924,63,0.5,2,3423,19,0,1,1,0,0,0.3,111,0,13,3,3,10,3,83692
1389,1801,52,0.5,6,258,9,1,1,0,0,0,0.9,120,0,14,8,6,10,0,170800
1390,1726,42,1.9,5,1868,6,0,1,1,0,1,0.6,106,0,16,7,1,3,2,2202684
1391,794,14,2.5,3,2171,18,1,0,0,1,0,0.6,197,0,19,8,15,19,1,429312
1392,1686,28,0.5,5,780,5,1,0,0,0,1,0.8,182,0,11,10,4,8,0,642727
1393,1444,6,2.1,1,712,10,1,0,0,0,1,0.9,103,0,17,5,0,1,0,1707160
1394,1004,30,1.6,8,1012,13,1,1,1,1,0,1.0,160,1,7,4,0,1,0,36022
1395,1242,28,2.4,4,318,19,0,1,0,0,1,0.2,166,0,11,10,8,9,0,565740
1396,539,26,1.5,6,3948,15,0,1,1,1,0,0.2,137,1,18,11,6,8,3,1919207
1397,717,14,1.1,8,629,20,1,1,1,0,0,0.1,99,0,16,15,2,6,0,3720318
1398,1540,29,0.7,7,1161,5,1,1,1,0,0,0.1,157,0,11,8,0,1,0,264258
1399,672,35,0.5,8,1403,6,0,1,1,0,0,0.1,99,0,16,7,7,17,0,727258
1400,1325,13,0.5,4,3707,18,0,1,1,0,1,1.0,133,1,19,3,0,8,3,2590995
1401,950,55,0.5,8,1305,4,0,1,1,1,0,0.1,124,0,6,5,6,7,0,144566
1402,948,18,1.5,4,2926,9,1,1,0,1,0,0.3,119,1,17,13,6,7,2,587520
1403,1328,27,0.5,3,2674,5,0,1,1,1,1,0.3,144,0,7,2,5,18,2,695912
1404,1447,40,0.5,2,471,20,0,0,0,1,0,0.7,184,0,8,4,3,5,0,1022706
1405,1973,21,0.5,8,1724,8,1,0,0,1,1,0.8,95,0,12,10,3,7,1,64389
1406,1731,60,2.3,4,1220,20,1,0,0,0,1,0.5,171,1,9,3,18,20,1,147538
